Country,IP Address,Timestamp,URL,Browser Type,Referral URL
Philippines,203.0.113.15,00:18:44,/shooting.html,Microsoft Edge,Twitter
Kenya,203.0.113.11,09:07:41,/diving.html,Safari,Google Search
Morocco,198.51.100.13,23:48:53,/basketball.html,Safari,Facebook
Norway,192.0.2.14,17:24:41,/fencing.html,Opera,Facebook
Czech Republic,198.51.100.6,14:31:34,/volleyball.html,Opera,Twitter
Colombia,203.0.113.5,21:33:40,/index.html,Internet Explorer,Facebook
Portugal,198.51.100.16,23:12:55,/handball.html,Mozilla Firefox,Twitter
Russia,192.0.2.16,04:09:41,/index.html,Google Chrome,Facebook
Bangladesh,203.0.113.3,11:49:09,/trackandfield.html,Safari,Facebook
Japan,198.51.100.11,20:20:04,/Triathalon.html,Internet Explorer,Twitter
Morocco,198.51.100.13,18:53:05,/handball.html,Internet Explorer,Facebook
Angola,198.51.100.2,07:50:58,/boxing.html,Internet Explorer,Twitter
Morocco,198.51.100.13,13:16:55,/trackandfield.html,Safari,Twitter
Colombia,203.0.113.5,18:17:33,/Triathalon.html,Internet Explorer,Facebook
South Korea,192.0.2.11,19:32:53,/basketball.html,Microsoft Edge,Facebook
Algeria,192.0.2.1,12:28:12,/swimming.html,Internet Explorer,Facebook
Saudi Arabia,198.51.100.17,15:06:06,/olympics.html,Google Chrome,Twitter
Hungary,203.0.113.8,22:28:41,/volleyball.html,Microsoft Edge,Twitter
Colombia,203.0.113.5,14:05:37,/olympics.html,Microsoft Edge,Twitter
Singapore,203.0.113.17,23:36:55,/index.html,Microsoft Edge,Twitter
Austria,198.51.100.3,09:16:18,/Triathalon.html,Google Chrome,LinkedIn
Algeria,192.0.2.1,09:38:39,/olympics.html,Opera,Google Search
India,192.0.2.8,00:57:13,/index.html,Safari,Facebook
Canada,203.0.113.4,06:48:00,/boxing.html,Mozilla Firefox,Facebook
Austria,198.51.100.3,00:12:45,/olympics.html,Safari,Facebook
Denmark,203.0.113.6,23:38:48,/gymnastics.html,Internet Explorer,Twitter
Belgium,192.0.2.3,17:49:56,/diving.html,Internet Explorer,Facebook
Czech Republic,198.51.100.6,22:53:48,/images/games.jpg,Google Chrome,Twitter
Greece,198.51.100.8,23:45:31,/images/games.jpg,Internet Explorer,Facebook
Chile,192.0.2.4,08:34:31,/gymnastics.html,Mozilla Firefox,Twitter
Belgium,192.0.2.3,22:10:19,/index.html,Microsoft Edge,Twitter
China,198.51.100.5,19:48:14,/swimming.html,Safari,Facebook
Bangladesh,203.0.113.3,16:37:44,/images/games.jpg,Mozilla Firefox,Facebook
Argentina,203.0.113.2,19:21:12,/images/games.jpg,Safari,Twitter
Norway,192.0.2.14,08:09:00,/swimming.html,Internet Explorer,Facebook
Portugal,198.51.100.16,07:52:05,/tabletennis.html,Google Chrome,Facebook
Iran,203.0.113.9,06:16:15,/olympics.html,Internet Explorer,Facebook
Indonesia,198.51.100.9,14:35:00,/index.html,Opera,Facebook
New Zealand,198.51.100.14,09:28:30,/karate.html,Google Chrome,Twitter
Lebanon,198.51.100.12,04:11:12,/index.html,Internet Explorer,Facebook
Czech Republic,198.51.100.6,22:36:11,/boxing.html,Mozilla Firefox,LinkedIn
Albania,203.0.113.1,06:56:58,/equestrian.html,Safari,Facebook
Poland,192.0.2.15,11:16:56,/images/games.jpg,Opera,LinkedIn
South Africa,192.0.2.17,11:25:15,/searchsports.php,Internet Explorer,Facebook
Norway,192.0.2.14,19:35:15,/weightlifting.html,Mozilla Firefox,Facebook
Iraq,192.0.2.9,09:35:52,/diving.html,Mozilla Firefox,Facebook
Poland,192.0.2.15,16:33:21,/fencing.html,Internet Explorer,Twitter
Indonesia,198.51.100.9,05:45:05,/archery.html,Microsoft Edge,Facebook
South Africa,192.0.2.17,12:02:34,/images/games.jpg,Google Chrome,Facebook
Iran,203.0.113.9,03:05:04,/karate.html,Microsoft Edge,Facebook
Cuba,192.0.2.5,16:14:38,/trackandfield.html,Google Chrome,LinkedIn
India,192.0.2.8,04:43:06,/archery.html,Opera,LinkedIn
Morocco,198.51.100.13,17:58:33,/trackandfield.html,Safari,Facebook
New Zealand,198.51.100.14,00:51:16,/index.html,Opera,Twitter
Germany,192.0.2.7,03:58:30,/boxing.html,Microsoft Edge,Facebook
Chile,192.0.2.4,16:33:29,/Triathalon.html,Google Chrome,Google Search
Belgium,192.0.2.3,15:33:31,/handball.html,Mozilla Firefox,Google Search
New Zealand,198.51.100.14,21:38:24,/tabletennis.html,Opera,Facebook
Austria,198.51.100.3,02:30:43,/sailing.html,Opera,Twitter
Lebanon,198.51.100.12,23:46:39,/weightlifting.html,Internet Explorer,Twitter
China,198.51.100.5,18:04:54,/judo.html,Google Chrome,Google Search
Philippines,203.0.113.15,23:22:57,/handball.html,Mozilla Firefox,Twitter
Australia,192.0.2.2,06:00:17,/shooting.html,Mozilla Firefox,Twitter
Bangladesh,203.0.113.3,04:16:49,/volleyball.html,Microsoft Edge,Facebook
Czech Republic,198.51.100.6,02:59:07,/diving.html,Google Chrome,Twitter
Kenya,203.0.113.11,18:10:10,/volleyball.html,Google Chrome,Twitter
Netherlands,192.0.2.13,07:20:16,/shooting.html,Microsoft Edge,Twitter
Singapore,203.0.113.17,03:45:50,/images/games.jpg,Opera,Facebook
Austria,198.51.100.3,13:04:28,/weightlifting.html,Internet Explorer,Twitter
Portugal,198.51.100.16,23:11:45,/volleyball.html,Mozilla Firefox,Twitter
Albania,203.0.113.1,14:48:54,/sailing.html,Safari,Facebook
Greece,198.51.100.8,14:11:43,/boxing.html,Safari,Twitter
Australia,192.0.2.2,22:18:28,/diving.html,Google Chrome,Twitter
Saudi Arabia,198.51.100.17,06:55:08,/equestrian.html,Internet Explorer,Twitter
Singapore,203.0.113.17,13:22:05,/rowing.html,Internet Explorer,Facebook
Mexico,192.0.2.12,21:51:47,/weightlifting.html,Opera,Facebook
Kenya,203.0.113.11,18:09:22,/index.html,Internet Explorer,Facebook
Iraq,192.0.2.9,14:34:30,/tabletennis.html,Microsoft Edge,Twitter
Bangladesh,203.0.113.3,04:23:02,/tabletennis.html,Opera,Facebook
South Korea,192.0.2.11,00:49:15,/football.html,Opera,Twitter
Netherlands,192.0.2.13,18:54:13,/football.html,Google Chrome,Facebook
Ireland,198.51.100.10,01:28:29,/judo.html,Google Chrome,Facebook
Italy,192.0.2.10,19:54:36,/karate.html,Opera,Facebook
Singapore,203.0.113.17,00:12:15,/rowing.html,Internet Explorer,Facebook
Albania,203.0.113.1,20:54:02,/trackandfield.html,Internet Explorer,Facebook
Singapore,203.0.113.17,01:54:38,/handball.html,Google Chrome,Facebook
South Africa,192.0.2.17,22:17:31,/gymnastics.html,Microsoft Edge,Twitter
Romania,203.0.113.16,05:29:36,/football.html,Google Chrome,Facebook
Iraq,192.0.2.9,20:18:37,/rowing.html,Safari,Twitter
Canada,203.0.113.4,22:02:11,/shooting.html,Opera,Facebook
Nepal,203.0.113.13,00:27:58,/rowing.html,Internet Explorer,Twitter
Austria,198.51.100.3,07:53:15,/equestrian.html,Internet Explorer,Google Search
Albania,203.0.113.1,22:16:46,/basketball.html,Microsoft Edge,Twitter
Portugal,198.51.100.16,16:51:26,/olympics.html,Google Chrome,Facebook
Israel,203.0.113.10,17:31:48,/trackandfield.html,Mozilla Firefox,Facebook
Argentina,203.0.113.2,22:28:17,/handball.html,Internet Explorer,Facebook
Bangladesh,203.0.113.3,01:11:50,/index.html,Safari,Facebook
Chile,192.0.2.4,16:20:30,/fencing.html,Internet Explorer,Facebook
Canada,203.0.113.4,01:45:16,/index.html,Google Chrome,Twitter
Australia,192.0.2.2,01:16:28,/diving.html,Opera,Twitter
Netherlands,192.0.2.13,23:24:16,/handball.html,Google Chrome,Facebook
Greece,198.51.100.8,11:50:13,/archery.html,Internet Explorer,Facebook
Iraq,192.0.2.9,13:46:12,/volleyball.html,Opera,Twitter
Saudi Arabia,198.51.100.17,18:51:22,/weightlifting.html,Microsoft Edge,Facebook
Colombia,203.0.113.5,17:57:55,/index.html,Microsoft Edge,Facebook
Brazil,198.51.100.4,02:39:24,/sailing.html,Mozilla Firefox,Facebook
Nepal,203.0.113.13,20:34:39,/volleyball.html,Internet Explorer,Facebook
Angola,198.51.100.2,07:39:03,/index.html,Mozilla Firefox,Twitter
Netherlands,192.0.2.13,19:02:05,/volleyball.html,Safari,Facebook
Greece,198.51.100.8,17:53:37,/searchsports.php,Opera,Facebook
Czech Republic,198.51.100.6,14:44:42,/fencing.html,Opera,Facebook
India,192.0.2.8,09:27:04,/searchsports.php,Internet Explorer,Facebook
Saudi Arabia,198.51.100.17,12:55:03,/rowing.html,Internet Explorer,Twitter
South Africa,192.0.2.17,21:30:00,/Triathalon.html,Internet Explorer,Facebook
New Zealand,198.51.100.14,05:46:19,/archery.html,Internet Explorer,Twitter
Brazil,198.51.100.4,20:06:48,/swimming.html,Microsoft Edge,Facebook
China,198.51.100.5,03:35:39,/gymnastics.html,Google Chrome,Twitter
Denmark,203.0.113.6,23:30:28,/searchsports.php,Mozilla Firefox,Facebook
Lebanon,198.51.100.12,08:46:47,/trackandfield.html,Internet Explorer,Twitter
Singapore,203.0.113.17,00:49:30,/rowing.html,Safari,Twitter
Colombia,203.0.113.5,08:20:04,/sailing.html,Safari,Facebook
Singapore,203.0.113.17,20:58:10,/shooting.html,Safari,Twitter
Italy,192.0.2.10,13:57:40,/weightlifting.html,Opera,Twitter
South Africa,192.0.2.17,09:02:08,/rowing.html,Internet Explorer,LinkedIn
South Africa,192.0.2.17,20:58:08,/gymnastics.html,Safari,Facebook
Lebanon,198.51.100.12,09:50:28,/index.html,Microsoft Edge,Facebook
Morocco,198.51.100.13,04:26:14,/weightlifting.html,Microsoft Edge,Facebook
Brazil,198.51.100.4,04:12:57,/swimming.html,Google Chrome,LinkedIn
Australia,192.0.2.2,12:03:00,/swimming.html,Safari,Twitter
Norway,192.0.2.14,02:43:47,/football.html,Google Chrome,Twitter
South Korea,192.0.2.11,23:56:44,/swimming.html,Microsoft Edge,Google Search
Denmark,203.0.113.6,22:47:58,/index.html,Internet Explorer,Google Search
Poland,192.0.2.15,02:21:43,/gymnastics.html,Internet Explorer,Facebook
South Africa,192.0.2.17,03:50:56,/karate.html,Internet Explorer,Facebook
Pakistan,198.51.100.15,19:50:36,/fencing.html,Google Chrome,Facebook
Chile,192.0.2.4,00:13:51,/football.html,Mozilla Firefox,Facebook
Albania,203.0.113.1,13:10:07,/index.html,Mozilla Firefox,Facebook
Denmark,203.0.113.6,22:04:52,/sailing.html,Google Chrome,Facebook
Brazil,198.51.100.4,19:06:29,/diving.html,Internet Explorer,Twitter
Netherlands,192.0.2.13,02:59:35,/searchsports.php,Microsoft Edge,LinkedIn
Poland,192.0.2.15,14:38:04,/trackandfield.html,Safari,Twitter
Hungary,203.0.113.8,12:38:38,/fencing.html,Internet Explorer,Facebook
Netherlands,192.0.2.13,20:36:32,/sailing.html,Google Chrome,Facebook
Colombia,203.0.113.5,06:20:36,/index.html,Google Chrome,Twitter
Australia,192.0.2.2,18:55:17,/Triathalon.html,Opera,Facebook
Australia,192.0.2.2,02:33:09,/Triathalon.html,Internet Explorer,Twitter
Philippines,203.0.113.15,21:34:30,/searchsports.php,Internet Explorer,Facebook
China,198.51.100.5,22:09:32,/gymnastics.html,Mozilla Firefox,Facebook
New Zealand,198.51.100.14,14:13:02,/images/games.jpg,Safari,Twitter
Austria,198.51.100.3,02:48:14,/olympics.html,Internet Explorer,Facebook
Mexico,192.0.2.12,22:58:54,/searchsports.php,Mozilla Firefox,LinkedIn
Indonesia,198.51.100.9,11:25:36,/gymnastics.html,Safari,Google Search
Denmark,203.0.113.6,16:20:28,/boxing.html,Internet Explorer,Facebook
Nepal,203.0.113.13,21:35:47,/index.html,Safari,Facebook
South Korea,192.0.2.11,20:20:46,/basketball.html,Microsoft Edge,Twitter
Angola,198.51.100.2,02:28:24,/basketball.html,Microsoft Edge,Twitter
Brazil,198.51.100.4,07:47:17,/searchsports.php,Mozilla Firefox,Twitter
Kenya,203.0.113.11,18:35:07,/tabletennis.html,Mozilla Firefox,Facebook
Belgium,192.0.2.3,03:12:16,/boxing.html,Microsoft Edge,Twitter
Albania,203.0.113.1,00:51:53,/boxing.html,Safari,Facebook
Indonesia,198.51.100.9,03:44:44,/shooting.html,Safari,Facebook
Morocco,198.51.100.13,05:55:35,/equestrian.html,Safari,Facebook
Nigeria,203.0.113.14,08:58:19,/shooting.html,Microsoft Edge,Facebook
Iran,203.0.113.9,05:01:21,/judo.html,Mozilla Firefox,Twitter
Poland,192.0.2.15,03:19:13,/gymnastics.html,Mozilla Firefox,Twitter
Netherlands,192.0.2.13,06:21:39,/index.html,Google Chrome,Facebook
South Africa,192.0.2.17,15:08:59,/handball.html,Google Chrome,Facebook
Brazil,198.51.100.4,02:52:36,/index.html,Safari,LinkedIn
Cuba,192.0.2.5,03:15:24,/archery.html,Opera,Facebook
Japan,198.51.100.11,23:21:27,/sailing.html,Mozilla Firefox,LinkedIn
Angola,198.51.100.2,17:13:36,/searchsports.php,Mozilla Firefox,Facebook
Cuba,192.0.2.5,22:09:17,/archery.html,Google Chrome,Facebook
Italy,192.0.2.10,22:45:58,/gymnastics.html,Safari,Facebook
Algeria,192.0.2.1,02:45:29,/index.html,Safari,Twitter
Afghanistan,198.51.100.1,12:35:33,/shooting.html,Microsoft Edge,Facebook
New Zealand,198.51.100.14,04:53:28,/images/games.jpg,Opera,Twitter
Austria,198.51.100.3,07:50:03,/index.html,Google Chrome,Twitter
Germany,192.0.2.7,01:18:17,/gymnastics.html,Google Chrome,Facebook
India,192.0.2.8,02:23:43,/fencing.html,Safari,Facebook
Denmark,203.0.113.6,22:22:54,/rowing.html,Safari,Facebook
Malaysia,203.0.113.12,11:28:26,/equestrian.html,Internet Explorer,Twitter
Indonesia,198.51.100.9,10:32:15,/sailing.html,Mozilla Firefox,Facebook
Pakistan,198.51.100.15,07:36:25,/shooting.html,Opera,Facebook
Brazil,198.51.100.4,11:01:17,/judo.html,Mozilla Firefox,Facebook
Morocco,198.51.100.13,22:17:15,/trackandfield.html,Microsoft Edge,Facebook
Afghanistan,198.51.100.1,00:35:45,/trackandfield.html,Google Chrome,Twitter
Ireland,198.51.100.10,23:49:58,/diving.html,Microsoft Edge,Twitter
South Africa,192.0.2.17,11:51:37,/gymnastics.html,Safari,Facebook
Hungary,203.0.113.8,03:06:35,/handball.html,Google Chrome,Twitter
Norway,192.0.2.14,04:20:07,/boxing.html,Internet Explorer,Facebook
Singapore,203.0.113.17,04:36:44,/judo.html,Microsoft Edge,Facebook
Italy,192.0.2.10,03:59:16,/diving.html,Microsoft Edge,Google Search
Czech Republic,198.51.100.6,14:56:45,/boxing.html,Internet Explorer,Twitter
Morocco,198.51.100.13,23:37:38,/shooting.html,Opera,Facebook
Greece,198.51.100.8,19:08:22,/rowing.html,Opera,Facebook
Egypt,192.0.2.6,14:18:37,/fencing.html,Opera,Facebook
Ireland,198.51.100.10,15:01:49,/rowing.html,Google Chrome,Facebook
South Africa,192.0.2.17,12:15:54,/tennis.html,Google Chrome,Facebook
Argentina,203.0.113.2,09:17:52,/images/games.jpg,Microsoft Edge,Twitter
Malaysia,203.0.113.12,04:05:07,/rowing.html,Internet Explorer,Facebook
Kenya,203.0.113.11,15:42:24,/volleyball.html,Mozilla Firefox,Facebook
France,203.0.113.7,00:25:52,/images/games.jpg,Microsoft Edge,Twitter
Japan,198.51.100.11,04:30:02,/football.html,Microsoft Edge,Twitter
Ireland,198.51.100.10,12:32:39,/diving.html,Microsoft Edge,Twitter
Malaysia,203.0.113.12,22:26:21,/tabletennis.html,Microsoft Edge,Twitter
Greece,198.51.100.8,07:29:38,/tabletennis.html,Internet Explorer,Twitter
Poland,192.0.2.15,19:17:59,/shooting.html,Safari,Facebook
China,198.51.100.5,20:52:21,/tennis.html,Google Chrome,Twitter
Colombia,203.0.113.5,02:47:23,/equestrian.html,Google Chrome,Facebook
South Africa,192.0.2.17,15:10:09,/archery.html,Opera,Twitter
Canada,203.0.113.4,23:32:38,/gymnastics.html,Opera,Facebook
India,192.0.2.8,03:50:39,/images/games.jpg,Microsoft Edge,Facebook
Singapore,203.0.113.17,13:35:31,/karate.html,Mozilla Firefox,Twitter
Colombia,203.0.113.5,00:07:39,/rowing.html,Opera,Google Search
Chile,192.0.2.4,04:28:44,/tennis.html,Opera,Facebook
Netherlands,192.0.2.13,17:13:56,/football.html,Mozilla Firefox,Google Search
Algeria,192.0.2.1,09:25:08,/handball.html,Safari,Google Search
Russia,192.0.2.16,12:11:59,/handball.html,Opera,Facebook
Lebanon,198.51.100.12,07:29:14,/swimming.html,Microsoft Edge,Facebook
Iraq,192.0.2.9,09:52:17,/searchsports.php,Safari,Twitter
South Korea,192.0.2.11,16:11:00,/fencing.html,Mozilla Firefox,Facebook
Czech Republic,198.51.100.6,04:37:41,/images/games.jpg,Opera,Twitter
Cuba,192.0.2.5,20:23:36,/rowing.html,Internet Explorer,Facebook
Brazil,198.51.100.4,13:14:52,/boxing.html,Safari,Facebook
China,198.51.100.5,04:28:27,/basketball.html,Google Chrome,Twitter
Argentina,203.0.113.2,05:53:48,/Triathalon.html,Mozilla Firefox,Google Search
New Zealand,198.51.100.14,09:28:19,/searchsports.php,Mozilla Firefox,Facebook
Canada,203.0.113.4,00:12:02,/images/games.jpg,Opera,Facebook
Israel,203.0.113.10,12:16:32,/fencing.html,Microsoft Edge,Facebook
Nepal,203.0.113.13,04:15:03,/basketball.html,Internet Explorer,Facebook
Chile,192.0.2.4,00:03:14,/shooting.html,Mozilla Firefox,Twitter
Singapore,203.0.113.17,05:51:55,/diving.html,Opera,Facebook
South Korea,192.0.2.11,05:31:34,/rowing.html,Microsoft Edge,LinkedIn
Lebanon,198.51.100.12,13:30:23,/diving.html,Mozilla Firefox,Twitter
Kenya,203.0.113.11,17:41:12,/weightlifting.html,Internet Explorer,Twitter
New Zealand,198.51.100.14,08:23:07,/karate.html,Safari,Twitter
Belgium,192.0.2.3,13:35:26,/volleyball.html,Internet Explorer,Google Search
Albania,203.0.113.1,12:28:57,/images/games.jpg,Mozilla Firefox,Twitter
Chile,192.0.2.4,14:06:48,/rowing.html,Microsoft Edge,Twitter
Canada,203.0.113.4,04:01:27,/Triathalon.html,Microsoft Edge,Facebook
Chile,192.0.2.4,20:49:29,/images/games.jpg,Safari,Facebook
Iran,203.0.113.9,17:33:16,/tabletennis.html,Google Chrome,LinkedIn
South Korea,192.0.2.11,03:41:55,/handball.html,Safari,Facebook
India,192.0.2.8,03:40:42,/index.html,Internet Explorer,Facebook
Bangladesh,203.0.113.3,11:35:53,/weightlifting.html,Opera,Facebook
Australia,192.0.2.2,19:22:42,/football.html,Internet Explorer,Facebook
Belgium,192.0.2.3,06:12:43,/olympics.html,Mozilla Firefox,Facebook
Cuba,192.0.2.5,21:15:21,/swimming.html,Opera,Twitter
Japan,198.51.100.11,12:21:37,/handball.html,Google Chrome,Facebook
Colombia,203.0.113.5,05:20:28,/archery.html,Google Chrome,Facebook
Cuba,192.0.2.5,08:13:53,/trackandfield.html,Opera,Facebook
Nigeria,203.0.113.14,07:20:00,/images/games.jpg,Microsoft Edge,Facebook
Saudi Arabia,198.51.100.17,11:45:46,/sailing.html,Google Chrome,Facebook
Finland,198.51.100.7,03:08:14,/tennis.html,Opera,Twitter
Argentina,203.0.113.2,03:52:12,/sailing.html,Internet Explorer,Facebook
Netherlands,192.0.2.13,15:37:57,/rowing.html,Opera,Twitter
Austria,198.51.100.3,19:45:33,/handball.html,Safari,Twitter
Saudi Arabia,198.51.100.17,17:47:02,/trackandfield.html,Opera,Google Search
Kenya,203.0.113.11,08:29:43,/basketball.html,Mozilla Firefox,Google Search
Colombia,203.0.113.5,00:09:05,/weightlifting.html,Mozilla Firefox,Google Search
Egypt,192.0.2.6,17:48:38,/swimming.html,Safari,Facebook
Canada,203.0.113.4,00:11:07,/boxing.html,Microsoft Edge,Facebook
Czech Republic,198.51.100.6,01:32:31,/tabletennis.html,Internet Explorer,Facebook
Bangladesh,203.0.113.3,06:16:04,/karate.html,Safari,Twitter
South Korea,192.0.2.11,23:19:38,/fencing.html,Opera,Facebook
Poland,192.0.2.15,03:41:39,/equestrian.html,Internet Explorer,Twitter
Indonesia,198.51.100.9,21:12:27,/gymnastics.html,Mozilla Firefox,Twitter
Denmark,203.0.113.6,11:04:19,/basketball.html,Internet Explorer,Facebook
New Zealand,198.51.100.14,18:19:49,/images/games.jpg,Internet Explorer,Twitter
Nigeria,203.0.113.14,07:41:30,/basketball.html,Mozilla Firefox,Google Search
Philippines,203.0.113.15,07:12:35,/olympics.html,Opera,Facebook
Brazil,198.51.100.4,13:28:26,/images/games.jpg,Safari,Twitter
Australia,192.0.2.2,10:01:24,/volleyball.html,Safari,Facebook
Malaysia,203.0.113.12,11:21:47,/volleyball.html,Google Chrome,Google Search
Indonesia,198.51.100.9,14:27:50,/images/games.jpg,Internet Explorer,Facebook
New Zealand,198.51.100.14,16:26:14,/index.html,Internet Explorer,Twitter
Japan,198.51.100.11,17:18:56,/index.html,Safari,Twitter
Italy,192.0.2.10,01:08:27,/basketball.html,Opera,Facebook
Russia,192.0.2.16,06:17:10,/gymnastics.html,Opera,Facebook
Nepal,203.0.113.13,16:42:51,/Triathalon.html,Google Chrome,Facebook
Singapore,203.0.113.17,23:46:37,/karate.html,Safari,Facebook
South Korea,192.0.2.11,00:16:16,/index.html,Mozilla Firefox,Twitter
Angola,198.51.100.2,12:09:19,/olympics.html,Mozilla Firefox,Google Search
Germany,192.0.2.7,23:03:52,/volleyball.html,Microsoft Edge,Twitter
Afghanistan,198.51.100.1,18:01:20,/equestrian.html,Safari,Facebook
Saudi Arabia,198.51.100.17,01:11:16,/searchsports.php,Internet Explorer,Facebook
New Zealand,198.51.100.14,18:25:00,/sailing.html,Google Chrome,Twitter
Poland,192.0.2.15,12:52:21,/volleyball.html,Internet Explorer,Facebook
Angola,198.51.100.2,06:31:32,/index.html,Internet Explorer,Twitter
Algeria,192.0.2.1,03:21:44,/images/games.jpg,Opera,Twitter
India,192.0.2.8,11:16:46,/olympics.html,Safari,Google Search
Colombia,203.0.113.5,07:05:52,/rowing.html,Opera,Twitter
Norway,192.0.2.14,13:21:30,/rowing.html,Safari,Facebook
Greece,198.51.100.8,14:03:14,/images/games.jpg,Microsoft Edge,Twitter
Germany,192.0.2.7,16:28:21,/football.html,Mozilla Firefox,Google Search
Ireland,198.51.100.10,08:30:40,/shooting.html,Microsoft Edge,Facebook
Portugal,198.51.100.16,21:23:09,/weightlifting.html,Google Chrome,Twitter
Saudi Arabia,198.51.100.17,02:28:00,/gymnastics.html,Google Chrome,Facebook
Angola,198.51.100.2,14:37:58,/images/games.jpg,Mozilla Firefox,Twitter
South Korea,192.0.2.11,22:05:11,/diving.html,Internet Explorer,Facebook
Portugal,198.51.100.16,03:57:30,/tabletennis.html,Opera,Twitter
Greece,198.51.100.8,08:16:58,/rowing.html,Mozilla Firefox,Facebook
Iran,203.0.113.9,06:33:38,/weightlifting.html,Safari,Facebook
Colombia,203.0.113.5,03:30:17,/Triathalon.html,Mozilla Firefox,Twitter
Algeria,192.0.2.1,15:56:37,/images/games.jpg,Opera,Facebook
Morocco,198.51.100.13,10:11:38,/images/games.jpg,Opera,Facebook
Portugal,198.51.100.16,20:45:12,/volleyball.html,Google Chrome,LinkedIn
South Africa,192.0.2.17,23:27:41,/judo.html,Mozilla Firefox,LinkedIn
Kenya,203.0.113.11,14:11:21,/sailing.html,Google Chrome,Google Search
Algeria,192.0.2.1,21:49:40,/trackandfield.html,Mozilla Firefox,Twitter
Israel,203.0.113.10,10:12:31,/gymnastics.html,Safari,Twitter
Iraq,192.0.2.9,22:06:23,/gymnastics.html,Google Chrome,Facebook
Albania,203.0.113.1,07:39:07,/Triathalon.html,Microsoft Edge,Facebook
Nigeria,203.0.113.14,21:24:22,/weightlifting.html,Opera,Facebook
South Africa,192.0.2.17,13:32:11,/searchsports.php,Google Chrome,LinkedIn
Japan,198.51.100.11,17:02:00,/equestrian.html,Mozilla Firefox,Twitter
Japan,198.51.100.11,02:01:31,/weightlifting.html,Safari,Facebook
Morocco,198.51.100.13,05:34:22,/diving.html,Microsoft Edge,Facebook
Afghanistan,198.51.100.1,16:33:16,/trackandfield.html,Microsoft Edge,Twitter
Portugal,198.51.100.16,03:21:12,/boxing.html,Internet Explorer,Facebook
China,198.51.100.5,20:01:54,/olympics.html,Mozilla Firefox,Twitter
South Korea,192.0.2.11,01:23:14,/tabletennis.html,Mozilla Firefox,Facebook
Egypt,192.0.2.6,13:25:43,/karate.html,Google Chrome,Facebook
Egypt,192.0.2.6,05:07:27,/swimming.html,Google Chrome,Facebook
Cuba,192.0.2.5,02:06:29,/searchsports.php,Mozilla Firefox,Facebook
Chile,192.0.2.4,15:20:45,/fencing.html,Microsoft Edge,Twitter
Greece,198.51.100.8,04:21:22,/index.html,Mozilla Firefox,Facebook
Russia,192.0.2.16,15:16:16,/swimming.html,Opera,Google Search
Netherlands,192.0.2.13,15:26:48,/volleyball.html,Opera,Twitter
Denmark,203.0.113.6,17:57:56,/rowing.html,Microsoft Edge,Twitter
China,198.51.100.5,07:41:53,/swimming.html,Opera,Twitter
Morocco,198.51.100.13,15:11:27,/weightlifting.html,Opera,Facebook
Morocco,198.51.100.13,04:28:35,/Triathalon.html,Mozilla Firefox,LinkedIn
Netherlands,192.0.2.13,12:49:37,/index.html,Microsoft Edge,Facebook
South Africa,192.0.2.17,07:21:26,/searchsports.php,Google Chrome,Facebook
Indonesia,198.51.100.9,07:40:21,/trackandfield.html,Internet Explorer,Facebook
France,203.0.113.7,23:21:36,/images/games.jpg,Internet Explorer,Facebook
Egypt,192.0.2.6,21:02:43,/archery.html,Safari,Facebook
Chile,192.0.2.4,17:26:19,/shooting.html,Opera,Google Search
Cuba,192.0.2.5,10:09:16,/Triathalon.html,Microsoft Edge,LinkedIn
Chile,192.0.2.4,06:12:12,/diving.html,Microsoft Edge,Facebook
France,203.0.113.7,07:18:43,/rowing.html,Microsoft Edge,Facebook
South Korea,192.0.2.11,21:27:17,/diving.html,Microsoft Edge,Facebook
Nepal,203.0.113.13,14:48:40,/swimming.html,Mozilla Firefox,Twitter
Portugal,198.51.100.16,08:06:50,/shooting.html,Safari,Facebook
Japan,198.51.100.11,11:29:04,/archery.html,Google Chrome,Twitter
India,192.0.2.8,05:16:25,/index.html,Safari,Facebook
Philippines,203.0.113.15,19:23:29,/sailing.html,Internet Explorer,LinkedIn
Cuba,192.0.2.5,14:17:18,/football.html,Google Chrome,Google Search
Cuba,192.0.2.5,17:45:33,/sailing.html,Safari,LinkedIn
Angola,198.51.100.2,19:44:56,/gymnastics.html,Mozilla Firefox,Twitter
Belgium,192.0.2.3,10:13:26,/sailing.html,Safari,Twitter
Chile,192.0.2.4,09:36:43,/Triathalon.html,Internet Explorer,Facebook
Angola,198.51.100.2,15:39:38,/fencing.html,Google Chrome,Twitter
Chile,192.0.2.4,12:05:24,/handball.html,Opera,Twitter
Indonesia,198.51.100.9,03:46:15,/swimming.html,Safari,Twitter
France,203.0.113.7,12:07:01,/tabletennis.html,Opera,Twitter
Australia,192.0.2.2,03:04:47,/volleyball.html,Opera,Twitter
Netherlands,192.0.2.13,21:58:53,/Triathalon.html,Mozilla Firefox,Twitter
Brazil,198.51.100.4,02:03:48,/tennis.html,Microsoft Edge,Twitter
Finland,198.51.100.7,13:02:05,/tabletennis.html,Opera,Facebook
Chile,192.0.2.4,17:03:42,/football.html,Google Chrome,Facebook
Lebanon,198.51.100.12,20:50:36,/boxing.html,Internet Explorer,Facebook
Morocco,198.51.100.13,00:24:54,/archery.html,Internet Explorer,Facebook
Romania,203.0.113.16,02:30:01,/swimming.html,Internet Explorer,Facebook
